HK2,O,M1A,hgnc_symbol,entrezgene_id
TRUE,TRUE,TRUE,ALG10B,144245
TRUE,TRUE,TRUE,ALG11,440138
TRUE,TRUE,TRUE,ALG12,79087
TRUE,TRUE,TRUE,ALG13,79868
TRUE,TRUE,TRUE,ALG14,199857
FALSE,FALSE,FALSE,ALG14-AS1,101928098
FALSE,FALSE,FALSE,ALG1L2,644974
TRUE,TRUE,TRUE,ALG3,10195
TRUE,TRUE,TRUE,ALG5,29880
TRUE,TRUE,TRUE,ALG6,29929
TRUE,TRUE,TRUE,ALG8,79053
TRUE,TRUE,TRUE,ALG9,79796
FALSE,FALSE,FALSE,ALK,238
FALSE,FALSE,FALSE,ALKAL2,285016
TRUE,TRUE,TRUE,ALKBH1,8846
TRUE,TRUE,TRUE,ALKBH2,121642
TRUE,TRUE,TRUE,ALKBH3,221120
FALSE,FALSE,FALSE,ALKBH3-AS1,100507300
TRUE,TRUE,TRUE,ALKBH4,54784
TRUE,TRUE,TRUE,ALKBH5,54890
TRUE,TRUE,TRUE,ALKBH6,84964
TRUE,TRUE,TRUE,ALKBH7,84266
TRUE,TRUE,TRUE,ALKBH8,91801
FALSE,FALSE,FALSE,ALLC,55821
TRUE,TRUE,TRUE,ALMS1,7840
FALSE,TRUE,TRUE,ALMS1P1,200420
TRUE,TRUE,TRUE,ALOX12,239
FALSE,FALSE,FALSE,ALOX12-AS1,100506713
FALSE,FALSE,FALSE,ALOX12B,242
FALSE,FALSE,FALSE,ALOX12P2,245
FALSE,FALSE,FALSE,ALOX15,246
FALSE,FALSE,FALSE,ALOX15B,247
FALSE,FALSE,FALSE,ALOX5,240
FALSE,FALSE,FALSE,ALOXE3,59344
FALSE,FALSE,FALSE,ALPI,248
TRUE,TRUE,TRUE,ALPK1,80216
TRUE,TRUE,TRUE,ALPK2,115701
FALSE,TRUE,TRUE,ALPK3,57538
FALSE,FALSE,FALSE,ALPL,249
TRUE,FALSE,FALSE,ALPP,250
TRUE,TRUE,TRUE,ALS2,57679
TRUE,TRUE,TRUE,ALS2CL,259173
TRUE,FALSE,FALSE,ALX1,8092
FALSE,FALSE,FALSE,ALX4,60529
TRUE,TRUE,TRUE,ALYREF,10189
TRUE,TRUE,TRUE,AMACR,23600
TRUE,TRUE,FALSE,AMBP,259
TRUE,TRUE,TRUE,AMBRA1,55626
TRUE,TRUE,TRUE,AMD1,262
FALSE,FALSE,FALSE,AMDHD1,144193
TRUE,TRUE,TRUE,AMDHD2,51005
FALSE,FALSE,FALSE,AMELX,265
FALSE,FALSE,FALSE,AMELY,266
TRUE,TRUE,TRUE,AMER1,139285
FALSE,FALSE,FALSE,AMER2,219287
FALSE,FALSE,FALSE,AMER3,205147
TRUE,TRUE,TRUE,AMFR,267
TRUE,TRUE,TRUE,AMH,268
FALSE,FALSE,FALSE,AMHR2,269
TRUE,TRUE,FALSE,AMIGO1,57463
TRUE,TRUE,TRUE,AMIGO2,347902
TRUE,TRUE,TRUE,AMIGO3,386724
TRUE,TRUE,TRUE,AMMECR1,9949
TRUE,TRUE,TRUE,AMMECR1L,83607
TRUE,FALSE,FALSE,AMN,81693
TRUE,TRUE,TRUE,AMN1,196394
TRUE,TRUE,TRUE,AMOTL1,154810
TRUE,TRUE,TRUE,AMOTL2,51421
FALSE,FALSE,FALSE,AMPD1,270
TRUE,TRUE,TRUE,AMPD2,271
TRUE,TRUE,TRUE,AMPD3,272
FALSE,TRUE,TRUE,AMPH,273
FALSE,FALSE,FALSE,AMT,275
FALSE,FALSE,FALSE,AMTN,401138
FALSE,FALSE,FALSE,AMY1A,276
FALSE,FALSE,FALSE,AMY1B,277
FALSE,FALSE,FALSE,AMY1C,278
FALSE,FALSE,FALSE,AMY2A,279
TRUE,FALSE,FALSE,AMY2B,280
TRUE,TRUE,TRUE,AMZ1,155185
TRUE,TRUE,TRUE,AMZ2,51321
TRUE,TRUE,TRUE,ANAPC1,64682
TRUE,TRUE,TRUE,ANAPC10,10393
TRUE,TRUE,TRUE,ANAPC11,51529
TRUE,TRUE,TRUE,ANAPC13,25847
TRUE,TRUE,TRUE,ANAPC15,25906
TRUE,TRUE,TRUE,ANAPC16,119504
TRUE,TRUE,TRUE,ANAPC4,29945
TRUE,TRUE,TRUE,ANAPC5,51433
TRUE,TRUE,TRUE,ANAPC7,51434
FALSE,FALSE,FALSE,ANG,283
TRUE,TRUE,TRUE,ANGEL1,23357
TRUE,TRUE,TRUE,ANGEL2,90806
FALSE,FALSE,FALSE,ANGPT1,284
FALSE,FALSE,FALSE,ANGPT2,285
FALSE,FALSE,FALSE,ANGPT4,51378
FALSE,FALSE,FALSE,ANGPTL1,9068
TRUE,FALSE,FALSE,ANGPTL2,23452
FALSE,FALSE,FALSE,ANGPTL3,27329
TRUE,TRUE,TRUE,ANGPTL4,51129
FALSE,FALSE,FALSE,ANGPTL5,253935
FALSE,FALSE,FALSE,ANGPTL6,83854
FALSE,FALSE,FALSE,ANGPTL7,10218
FALSE,FALSE,FALSE,ANGPTL8,55908
FALSE,FALSE,FALSE,ANHX,647589
FALSE,FALSE,FALSE,ANK1,286
TRUE,TRUE,TRUE,ANK2,287
TRUE,FALSE,FALSE,ANK3,288
TRUE,TRUE,TRUE,ANKAR,150709
FALSE,FALSE,FALSE,ANKDD1A,348094
FALSE,FALSE,FALSE,ANKDD1B,728780
TRUE,TRUE,TRUE,ANKEF1,63926
FALSE,FALSE,FALSE,ANKFN1,162282
TRUE,TRUE,TRUE,ANKFY1,51479
TRUE,TRUE,TRUE,ANKH,56172
TRUE,TRUE,TRUE,ANKHD1,54882
FALSE,FALSE,FALSE,ANKHD1-EIF4EBP3,404734
FALSE,FALSE,FALSE,ANKK1,255239
TRUE,FALSE,FALSE,ANKLE1,126549
TRUE,TRUE,TRUE,ANKLE2,23141
TRUE,TRUE,TRUE,ANKMY1,51281
TRUE,TRUE,TRUE,ANKMY2,57037
TRUE,TRUE,TRUE,ANKRA2,57763
TRUE,TRUE,TRUE,ANKRD1,27063
TRUE,TRUE,TRUE,ANKRD10,55608
TRUE,TRUE,TRUE,ANKRD11,29123
TRUE,TRUE,TRUE,ANKRD12,23253
TRUE,TRUE,TRUE,ANKRD13A,88455
TRUE,TRUE,TRUE,ANKRD13B,124930
TRUE,TRUE,TRUE,ANKRD13C,81573
TRUE,TRUE,TRUE,ANKRD13D,338692
TRUE,TRUE,TRUE,ANKRD16,54522
TRUE,TRUE,TRUE,ANKRD17,26057
TRUE,TRUE,TRUE,ANKRD18A,253650
TRUE,TRUE,TRUE,ANKRD18B,441459
FALSE,FALSE,FALSE,ANKRD18DP,348840
TRUE,TRUE,FALSE,ANKRD2,26287
FALSE,FALSE,FALSE,ANKRD20A1,84210
FALSE,FALSE,FALSE,ANKRD20A11P,391267
FALSE,FALSE,FALSE,ANKRD20A3P,642929
FALSE,FALSE,FALSE,ANKRD22,118932
TRUE,FALSE,FALSE,ANKRD24,170961
TRUE,TRUE,TRUE,ANKRD26,22852
FALSE,FALSE,FALSE,ANKRD26P3,100101938
TRUE,TRUE,TRUE,ANKRD27,84079
TRUE,TRUE,TRUE,ANKRD28,23243
TRUE,TRUE,TRUE,ANKRD29,147463
FALSE,FALSE,FALSE,ANKRD30A,91074
FALSE,FALSE,FALSE,ANKRD30B,374860
FALSE,FALSE,FALSE,ANKRD31,256006
FALSE,FALSE,FALSE,ANKRD33,341405
TRUE,TRUE,TRUE,ANKRD33B,651746
TRUE,FALSE,FALSE,ANKRD34B,340120
FALSE,FALSE,FALSE,ANKRD34C,390616
FALSE,FALSE,FALSE,ANKRD35,148741
TRUE,TRUE,TRUE,ANKRD36,375248
TRUE,TRUE,TRUE,ANKRD36B,57730
TRUE,TRUE,TRUE,ANKRD36BP1,84832
FALSE,FALSE,FALSE,ANKRD36BP2,645784
TRUE,TRUE,TRUE,ANKRD36C,400986
FALSE,FALSE,FALSE,ANKRD37,353322
TRUE,TRUE,TRUE,ANKRD39,51239
TRUE,TRUE,TRUE,ANKRD40,91369
FALSE,FALSE,FALSE,ANKRD40CL,55018
TRUE,TRUE,TRUE,ANKRD42,338699
TRUE,TRUE,TRUE,ANKRD44,91526
FALSE,FALSE,FALSE,ANKRD44-IT1,101927547
FALSE,FALSE,FALSE,ANKRD45,339416
TRUE,TRUE,TRUE,ANKRD46,157567
TRUE,TRUE,TRUE,ANKRD49,54851
TRUE,TRUE,TRUE,ANKRD52,283373
FALSE,FALSE,FALSE,ANKRD53,79998
TRUE,TRUE,TRUE,ANKRD54,129138
FALSE,FALSE,FALSE,ANKRD55,79722
TRUE,TRUE,FALSE,ANKRD6,22881
FALSE,TRUE,FALSE,ANKRD61,100310846
FALSE,FALSE,FALSE,ANKRD62,342850
FALSE,FALSE,FALSE,ANKRD65,441869
FALSE,FALSE,FALSE,ANKRD66,100287718
TRUE,FALSE,FALSE,ANKRD7,56311
TRUE,TRUE,TRUE,ANKRD9,122416
TRUE,TRUE,TRUE,ANKS1A,23294
TRUE,TRUE,FALSE,ANKS1B,56899
TRUE,TRUE,TRUE,ANKS3,124401
FALSE,FALSE,FALSE,ANKUB1,389161
TRUE,TRUE,TRUE,ANKZF1,55139
TRUE,TRUE,TRUE,ANLN,54443
FALSE,FALSE,FALSE,ANO1,55107
TRUE,TRUE,TRUE,ANO10,55129
TRUE,FALSE,FALSE,ANO2,57101
FALSE,TRUE,FALSE,ANO3,63982
FALSE,FALSE,FALSE,ANO4,121601
TRUE,FALSE,FALSE,ANO5,203859
TRUE,TRUE,TRUE,ANO6,196527
TRUE,TRUE,TRUE,ANO7,50636
TRUE,TRUE,TRUE,ANO8,57719
TRUE,FALSE,FALSE,ANO9,338440
TRUE,TRUE,TRUE,ANP32A,8125
FALSE,FALSE,FALSE,ANP32D,23519
TRUE,TRUE,TRUE,ANP32E,81611
TRUE,TRUE,TRUE,ANPEP,290
TRUE,TRUE,TRUE,ANTKMT,65990
TRUE,TRUE,TRUE,ANTXR1,84168
TRUE,TRUE,TRUE,ANTXR2,118429
FALSE,FALSE,FALSE,ANTXRL,195977
TRUE,TRUE,TRUE,ANXA1,301
TRUE,FALSE,FALSE,ANXA10,11199
TRUE,TRUE,TRUE,ANXA11,311
TRUE,FALSE,FALSE,ANXA13,312
TRUE,TRUE,TRUE,ANXA2,302
FALSE,TRUE,TRUE,ANXA2R,389289
TRUE,TRUE,TRUE,ANXA3,306
TRUE,TRUE,TRUE,ANXA4,307
TRUE,TRUE,TRUE,ANXA5,308
TRUE,TRUE,TRUE,ANXA6,309
TRUE,TRUE,TRUE,ANXA7,310
TRUE,TRUE,TRUE,ANXA8,653145
TRUE,TRUE,TRUE,ANXA8L1,728113
TRUE,TRUE,TRUE,ANXA9,8416
TRUE,TRUE,FALSE,AOAH,313
FALSE,FALSE,FALSE,AOAH-IT1,100874264
FALSE,FALSE,FALSE,AOC1,26
FALSE,TRUE,FALSE,AOC2,314
FALSE,FALSE,FALSE,AOC3,8639
FALSE,FALSE,FALSE,AOC4P,90586
TRUE,TRUE,TRUE,AOPEP,84909
TRUE,TRUE,TRUE,AOX1,316
TRUE,TRUE,TRUE,AP1AR,55435
TRUE,TRUE,TRUE,AP1B1,162
FALSE,FALSE,FALSE,AP1B1P1,23782
TRUE,TRUE,TRUE,AP1G1,164
TRUE,TRUE,TRUE,AP1G2,8906
TRUE,FALSE,FALSE,AP1G2-AS1,102724814
TRUE,TRUE,TRUE,AP1M1,8907
TRUE,TRUE,TRUE,AP1M2,10053
TRUE,TRUE,TRUE,AP1S1,1174
TRUE,TRUE,TRUE,AP1S2,8905
TRUE,TRUE,TRUE,AP1S3,130340
TRUE,TRUE,TRUE,AP2A1,160
TRUE,TRUE,TRUE,AP2A2,161
TRUE,TRUE,TRUE,AP2B1,163
TRUE,TRUE,TRUE,AP2M1,1173
TRUE,TRUE,TRUE,AP2S1,1175
TRUE,TRUE,TRUE,AP3B1,8546
TRUE,TRUE,TRUE,AP3D1,8943
TRUE,TRUE,TRUE,AP3M1,26985
TRUE,TRUE,TRUE,AP3M2,10947
TRUE,TRUE,TRUE,AP3S1,1176
TRUE,TRUE,TRUE,AP3S2,10239
TRUE,TRUE,TRUE,AP4B1,10717
FALSE,FALSE,FALSE,AP4B1-AS1,100287722
TRUE,TRUE,TRUE,AP4E1,23431
TRUE,TRUE,TRUE,AP4M1,9179
TRUE,TRUE,TRUE,AP4S1,11154
TRUE,TRUE,TRUE,AP5B1,91056
TRUE,TRUE,TRUE,AP5M1,55745
TRUE,TRUE,TRUE,AP5S1,55317
TRUE,TRUE,TRUE,AP5Z1,9907
TRUE,TRUE,TRUE,APAF1,317
TRUE,TRUE,FALSE,APBA1,320
TRUE,FALSE,FALSE,APBA2,321
TRUE,TRUE,TRUE,APBA3,9546
TRUE,TRUE,TRUE,APBB1,322
TRUE,TRUE,TRUE,APBB1IP,54518
TRUE,TRUE,TRUE,APBB2,323
TRUE,TRUE,TRUE,APBB3,10307
TRUE,TRUE,TRUE,APC,324
TRUE,TRUE,TRUE,APC2,10297
FALSE,TRUE,TRUE,APCDD1L,164284
FALSE,TRUE,TRUE,APCDD1L-DT,149773
TRUE,TRUE,TRUE,APEH,327
FALSE,FALSE,FALSE,APELA,100506013
TRUE,TRUE,TRUE,APEX1,328
TRUE,TRUE,TRUE,APEX2,27301
TRUE,TRUE,TRUE,APH1A,51107
FALSE,TRUE,TRUE,APH1B,83464
TRUE,TRUE,TRUE,API5,8539
TRUE,TRUE,TRUE,APIP,51074
FALSE,TRUE,TRUE,APLN,8862
FALSE,FALSE,FALSE,APLNR,187
TRUE,TRUE,TRUE,APLP1,333
TRUE,TRUE,TRUE,APLP2,334
TRUE,TRUE,TRUE,APMAP,57136
FALSE,FALSE,FALSE,APOA1,335
FALSE,FALSE,FALSE,APOA1-AS,104326055
FALSE,FALSE,FALSE,APOA2,336
FALSE,FALSE,FALSE,APOA4,337
FALSE,FALSE,FALSE,APOA5,116519
FALSE,FALSE,FALSE,APOB,338
FALSE,FALSE,FALSE,APOBEC1,339
FALSE,FALSE,FALSE,APOBEC2,10930
TRUE,TRUE,TRUE,APOBEC3A,200315
TRUE,TRUE,TRUE,APOBEC3B,9582
FALSE,FALSE,FALSE,APOBEC3B-AS1,100874530
TRUE,TRUE,TRUE,APOBEC3C,27350
TRUE,TRUE,TRUE,APOBEC3D,140564
TRUE,TRUE,TRUE,APOBEC3F,200316
TRUE,TRUE,TRUE,APOBEC3G,60489
FALSE,FALSE,FALSE,APOBEC3H,164668
TRUE,FALSE,FALSE,APOC1,341
TRUE,FALSE,FALSE,APOC1P1,342
FALSE,FALSE,FALSE,APOC2,344
FALSE,FALSE,FALSE,APOC3,345
FALSE,FALSE,FALSE,APOC4,346
FALSE,FALSE,FALSE,APOD,347
TRUE,FALSE,FALSE,APOE,348
FALSE,FALSE,FALSE,APOH,350
TRUE,TRUE,TRUE,APOL1,8542
TRUE,TRUE,TRUE,APOL2,23780
TRUE,TRUE,TRUE,APOL3,80833
FALSE,FALSE,FALSE,APOL4,80832
FALSE,FALSE,FALSE,APOL5,80831
TRUE,TRUE,TRUE,APOL6,80830
TRUE,TRUE,TRUE,APOLD1,81575
FALSE,FALSE,FALSE,APOM,55937
TRUE,TRUE,TRUE,APOO,79135
TRUE,TRUE,TRUE,APOOL,139322
TRUE,TRUE,TRUE,APP,351
TRUE,TRUE,TRUE,APPBP2,10513
TRUE,TRUE,TRUE,APPL1,26060
TRUE,TRUE,TRUE,APPL2,55198
FALSE,FALSE,FALSE,APRG1,339883
TRUE,TRUE,TRUE,APRT,353
TRUE,TRUE,TRUE,APTR,100505854
TRUE,TRUE,TRUE,APTX,54840
FALSE,TRUE,FALSE,AQP1,358
FALSE,FALSE,FALSE,AQP10,89872
TRUE,TRUE,FALSE,AQP11,282679
FALSE,FALSE,FALSE,AQP12A,375318
FALSE,FALSE,FALSE,AQP12B,653437
FALSE,FALSE,FALSE,AQP2,359
FALSE,FALSE,FALSE,AQP3,360
FALSE,FALSE,FALSE,AQP4,361
FALSE,FALSE,FALSE,AQP5,362
FALSE,FALSE,FALSE,AQP5-AS1,101927318
FALSE,FALSE,FALSE,AQP7,364
FALSE,FALSE,FALSE,AQP8,343
FALSE,FALSE,FALSE,AQP9,366
TRUE,TRUE,TRUE,AQR,9716
FALSE,FALSE,FALSE,AR,367
TRUE,TRUE,TRUE,ARAF,369
TRUE,TRUE,TRUE,ARAP1,116985
TRUE,TRUE,TRUE,ARAP2,116984
TRUE,TRUE,TRUE,ARAP3,64411
FALSE,FALSE,FALSE,ARC,23237
TRUE,TRUE,TRUE,ARCN1,372
TRUE,TRUE,TRUE,AREG,374
TRUE,TRUE,TRUE,AREL1,9870
TRUE,TRUE,TRUE,ARF1,375
TRUE,TRUE,TRUE,ARF3,377
TRUE,TRUE,TRUE,ARF4,378
TRUE,TRUE,TRUE,ARF5,381
TRUE,TRUE,TRUE,ARF6,382
TRUE,TRUE,TRUE,ARFGAP1,55738
TRUE,TRUE,TRUE,ARFGAP2,84364
TRUE,TRUE,TRUE,ARFGAP3,26286
TRUE,TRUE,TRUE,ARFGEF1,10565
TRUE,TRUE,TRUE,ARFGEF2,10564
TRUE,TRUE,TRUE,ARFIP1,27236
TRUE,TRUE,TRUE,ARFIP2,23647
TRUE,TRUE,TRUE,ARFRP1,10139
FALSE,FALSE,FALSE,ARG1,383
TRUE,TRUE,TRUE,ARG2,384
FALSE,FALSE,FALSE,ARGFX,503582
TRUE,TRUE,TRUE,ARGLU1,55082
TRUE,TRUE,TRUE,ARHGAP1,392
TRUE,TRUE,TRUE,ARHGAP10,79658
TRUE,TRUE,TRUE,ARHGAP11A,9824
TRUE,TRUE,TRUE,ARHGAP12,94134
FALSE,FALSE,FALSE,ARHGAP15,55843
TRUE,TRUE,TRUE,ARHGAP17,55114
TRUE,TRUE,TRUE,ARHGAP19,84986
FALSE,FALSE,FALSE,ARHGAP20,57569
TRUE,TRUE,TRUE,ARHGAP21,57584
TRUE,TRUE,TRUE,ARHGAP22,58504
TRUE,TRUE,TRUE,ARHGAP23,57636
TRUE,TRUE,FALSE,ARHGAP24,83478
FALSE,FALSE,FALSE,ARHGAP25,9938
TRUE,TRUE,TRUE,ARHGAP26,23092
FALSE,FALSE,FALSE,ARHGAP26-AS1,100874239
TRUE,TRUE,TRUE,ARHGAP27,201176
TRUE,TRUE,TRUE,ARHGAP28,79822
TRUE,TRUE,TRUE,ARHGAP29,9411
FALSE,FALSE,FALSE,ARHGAP30,257106
TRUE,TRUE,TRUE,ARHGAP31,57514
FALSE,FALSE,FALSE,ARHGAP31-AS1,100874246
TRUE,TRUE,TRUE,ARHGAP32,9743
TRUE,TRUE,TRUE,ARHGAP33,115703
TRUE,TRUE,TRUE,ARHGAP35,2909
FALSE,FALSE,FALSE,ARHGAP36,158763
TRUE,TRUE,TRUE,ARHGAP39,80728
TRUE,FALSE,FALSE,ARHGAP4,393
TRUE,FALSE,FALSE,ARHGAP40,343578
TRUE,TRUE,TRUE,ARHGAP42,143872
TRUE,FALSE,FALSE,ARHGAP44,9912
FALSE,FALSE,FALSE,ARHGAP44-AS1,100128006
TRUE,TRUE,TRUE,ARHGAP45,23526
TRUE,TRUE,TRUE,ARHGAP5,394
TRUE,TRUE,TRUE,ARHGAP6,395
FALSE,FALSE,FALSE,ARHGAP8,23779
FALSE,FALSE,FALSE,ARHGAP9,64333
TRUE,TRUE,TRUE,ARHGDIA,396
TRUE,FALSE,TRUE,ARHGDIB,397
FALSE,FALSE,FALSE,ARHGDIG,398
TRUE,TRUE,TRUE,ARHGEF1,9138
TRUE,TRUE,TRUE,ARHGEF10,9639
TRUE,TRUE,TRUE,ARHGEF10L,55160
TRUE,TRUE,TRUE,ARHGEF11,9826
TRUE,TRUE,TRUE,ARHGEF12,23365
FALSE,FALSE,FALSE,ARHGEF15,22899
TRUE,TRUE,TRUE,ARHGEF16,27237
TRUE,TRUE,TRUE,ARHGEF17,9828
TRUE,TRUE,TRUE,ARHGEF18,23370
TRUE,TRUE,TRUE,ARHGEF19,128272
TRUE,TRUE,TRUE,ARHGEF2,9181
TRUE,TRUE,TRUE,ARHGEF25,115557
TRUE,FALSE,FALSE,ARHGEF26,26084
FALSE,FALSE,FALSE,ARHGEF26-AS1,100507524
TRUE,TRUE,TRUE,ARHGEF28,64283
TRUE,TRUE,TRUE,ARHGEF3,50650
FALSE,FALSE,FALSE,ARHGEF3-AS1,100874200
TRUE,FALSE,FALSE,ARHGEF33,100271715
TRUE,TRUE,TRUE,ARHGEF35,445328
TRUE,TRUE,TRUE,ARHGEF37,389337
FALSE,FALSE,FALSE,ARHGEF38,54848
FALSE,FALSE,FALSE,ARHGEF38-IT1,100874374
TRUE,TRUE,TRUE,ARHGEF39,84904
TRUE,FALSE,FALSE,ARHGEF4,50649
TRUE,TRUE,TRUE,ARHGEF40,55701
TRUE,TRUE,TRUE,ARHGEF5,7984
TRUE,TRUE,TRUE,ARHGEF6,9459
TRUE,TRUE,TRUE,ARHGEF7,8874
TRUE,TRUE,TRUE,ARHGEF9,23229
TRUE,TRUE,TRUE,ARID1A,8289
TRUE,TRUE,TRUE,ARID1B,57492
TRUE,TRUE,TRUE,ARID2,196528
TRUE,TRUE,TRUE,ARID3A,1820
TRUE,TRUE,TRUE,ARID3B,10620
TRUE,TRUE,TRUE,ARID4A,5926
TRUE,TRUE,TRUE,ARID4B,51742
TRUE,TRUE,TRUE,ARID5A,10865
TRUE,TRUE,TRUE,ARID5B,84159
TRUE,TRUE,TRUE,ARIH1,25820
TRUE,TRUE,TRUE,ARIH2,10425
TRUE,TRUE,TRUE,ARL1,400
TRUE,FALSE,FALSE,ARL10,285598
FALSE,FALSE,FALSE,ARL11,115761
FALSE,FALSE,FALSE,ARL13A,392509
TRUE,TRUE,TRUE,ARL13B,200894
FALSE,FALSE,FALSE,ARL14,80117
TRUE,TRUE,TRUE,ARL14EP,120534
FALSE,TRUE,TRUE,ARL14EPL,644100
TRUE,TRUE,TRUE,ARL15,54622
TRUE,TRUE,TRUE,ARL16,339231
TRUE,TRUE,TRUE,ARL2,402
TRUE,TRUE,TRUE,ARL3,403
TRUE,TRUE,TRUE,ARL4A,10124
TRUE,TRUE,TRUE,ARL4C,10123
TRUE,TRUE,TRUE,ARL4D,379
TRUE,TRUE,TRUE,ARL5A,26225
TRUE,TRUE,TRUE,ARL5B,221079
FALSE,FALSE,FALSE,ARL5C,390790
TRUE,TRUE,TRUE,ARL6,84100
TRUE,TRUE,TRUE,ARL6IP1,23204
TRUE,TRUE,TRUE,ARL6IP4,51329
TRUE,TRUE,TRUE,ARL6IP5,10550
TRUE,TRUE,TRUE,ARL6IP6,151188
TRUE,TRUE,TRUE,ARL8A,127829
TRUE,TRUE,TRUE,ARL8B,55207
FALSE,FALSE,FALSE,ARL9,132946
TRUE,TRUE,TRUE,ARMC1,55156
TRUE,TRUE,TRUE,ARMC10,83787
FALSE,FALSE,FALSE,ARMC12,221481
TRUE,TRUE,TRUE,ARMC2,84071
TRUE,FALSE,FALSE,ARMC3,219681
TRUE,TRUE,TRUE,ARMC5,79798
TRUE,TRUE,TRUE,ARMC6,93436
TRUE,TRUE,TRUE,ARMC7,79637
TRUE,TRUE,TRUE,ARMC8,25852
TRUE,TRUE,TRUE,ARMC9,80210
TRUE,FALSE,FALSE,ARMCX1,51309
TRUE,FALSE,FALSE,ARMCX2,9823
TRUE,TRUE,TRUE,ARMCX3,51566
TRUE,TRUE,TRUE,ARMCX4,100131755
TRUE,TRUE,TRUE,ARMCX5,64860
TRUE,TRUE,TRUE,ARMCX6,54470
FALSE,FALSE,FALSE,ARMH1,339541
FALSE,FALSE,FALSE,ARMH2,101928603
TRUE,TRUE,TRUE,ARMH3,79591
TRUE,TRUE,TRUE,ARMH4,145407
FALSE,FALSE,FALSE,ARMS2,387715
TRUE,TRUE,TRUE,ARMT1,79624
TRUE,TRUE,TRUE,ARNT,405
TRUE,TRUE,TRUE,ARNTL,406
TRUE,TRUE,TRUE,ARNTL2,56938
FALSE,FALSE,FALSE,ARNTL2-AS1,101928646
TRUE,TRUE,TRUE,ARPC1A,10552
TRUE,TRUE,TRUE,ARPC1B,10095
TRUE,TRUE,TRUE,ARPC2,10109
TRUE,TRUE,TRUE,ARPC3,10094
TRUE,TRUE,TRUE,ARPC4,10093
FALSE,FALSE,FALSE,ARPC4-TTLL3,100526693
TRUE,TRUE,TRUE,ARPC5,10092
TRUE,TRUE,TRUE,ARPC5L,81873
TRUE,TRUE,TRUE,ARPIN,348110
TRUE,TRUE,TRUE,ARPP19,10776
FALSE,FALSE,FALSE,ARPP21,10777
FALSE,FALSE,FALSE,ARR3,407
TRUE,TRUE,TRUE,ARRB1,408
TRUE,TRUE,TRUE,ARRB2,409
TRUE,TRUE,TRUE,ARRDC1,92714
TRUE,TRUE,TRUE,ARRDC1-AS1,85026
TRUE,TRUE,TRUE,ARRDC2,27106
TRUE,TRUE,TRUE,ARRDC3,57561
FALSE,FALSE,FALSE,ARRDC3-AS1,100129716
TRUE,TRUE,TRUE,ARRDC4,91947
FALSE,FALSE,FALSE,ARRDC5,645432
TRUE,TRUE,TRUE,ARSA,410
TRUE,TRUE,TRUE,ARSB,411
TRUE,TRUE,TRUE,ARSD,414
FALSE,FALSE,FALSE,ARSF,416
TRUE,TRUE,TRUE,ARSG,22901
FALSE,FALSE,FALSE,ARSH,347527
TRUE,TRUE,TRUE,ARSJ,79642
TRUE,TRUE,TRUE,ARSK,153642
TRUE,TRUE,TRUE,ARSL,415
FALSE,FALSE,FALSE,ART1,417
FALSE,FALSE,FALSE,ART3,419
FALSE,FALSE,FALSE,ART4,420
FALSE,FALSE,FALSE,ART5,116969
FALSE,TRUE,TRUE,ARTN,9048
TRUE,TRUE,TRUE,ARV1,64801
TRUE,TRUE,TRUE,ARVCF,421
FALSE,FALSE,FALSE,ARX,170302
FALSE,FALSE,FALSE,AS3MT,57412
TRUE,TRUE,TRUE,ASAH1,427
FALSE,FALSE,FALSE,ASAH1-AS1,101929066
TRUE,TRUE,FALSE,ASAH2,56624
TRUE,TRUE,TRUE,ASAH2B,653308
TRUE,TRUE,TRUE,ASAP1,50807
FALSE,FALSE,FALSE,ASAP1-IT2,100507117
TRUE,TRUE,TRUE,ASAP2,8853
TRUE,TRUE,TRUE,ASAP3,55616
TRUE,TRUE,TRUE,ASB1,51665
FALSE,FALSE,FALSE,ASB10,136371
FALSE,FALSE,FALSE,ASB11,140456
FALSE,FALSE,FALSE,ASB12,142689
FALSE,FALSE,FALSE,ASB14,142686
FALSE,FALSE,FALSE,ASB15,142685
FALSE,FALSE,FALSE,ASB15-AS1,102724555
FALSE,FALSE,FALSE,ASB16,92591
TRUE,TRUE,TRUE,ASB16-AS1,339201
FALSE,FALSE,FALSE,ASB17,127247
FALSE,FALSE,FALSE,ASB18,401036
TRUE,FALSE,FALSE,ASB2,51676
FALSE,FALSE,FALSE,ASB4,51666
FALSE,FALSE,FALSE,ASB5,140458
TRUE,TRUE,TRUE,ASB6,140459
TRUE,TRUE,TRUE,ASB7,140460
TRUE,TRUE,TRUE,ASB8,140461
TRUE,TRUE,TRUE,ASB9,140462
TRUE,TRUE,TRUE,ASCC1,51008
TRUE,TRUE,TRUE,ASCC2,84164
TRUE,TRUE,TRUE,ASCC3,10973
FALSE,FALSE,FALSE,ASCL2,430
FALSE,FALSE,FALSE,ASCL3,56676
FALSE,FALSE,FALSE,ASCL4,121549
FALSE,FALSE,FALSE,ASCL5,647219
TRUE,TRUE,TRUE,ASF1A,25842
TRUE,TRUE,TRUE,ASF1B,55723
FALSE,FALSE,FALSE,ASGR1,432
FALSE,FALSE,FALSE,ASGR2,433
TRUE,TRUE,TRUE,ASH1L,55870
FALSE,TRUE,FALSE,ASH1L-AS1,645676
